stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
19426,1250,Veiros,,38.953477,-7.506447
19257,843,Estremoz,,38.843898,-7.582225
19425,1248,Sao Lourenço - 2 X,,38.890867,-7.545775
19789,8275,Estremoz Av S Antonio,,38.83969,-7.581952
19655,8119,Courelas da Toura,,38.663657,-7.746888
19869,9006,Frandina,,38.855083,-7.567056
19428,1256,Monforte,,39.052445,-7.438788
19555,5353,Alcaçovas,,38.392508,-8.157412
19595,8032,Alcacovas R Esperanca,,38.392602,-8.152885
19411,1219,Seixinho,,38.626932,-7.774712
19587,8024,Alcacovas Est Evora 1,,38.392278,-8.147965
19302,1073,Sao Bras Regedouro,,38.433307,-8.064252
19586,8023,Alcacovas Est Evora,,38.390565,-8.145523
19291,1061,Alcaçovas Est,,38.40625,-8.097775
19619,8082,S M Machede Est Evora,,38.643568,-7.731238
19252,838,Sao Miguel Machede,,38.644808,-7.72898
19618,8081,S M Machede Casa Povo,,38.645097,-7.727695
19836,8355,Herdade da Pereira,,38.519138,-7.888468
19617,8080,Foros do Queimado,,38.649052,-7.707072
19485,1682,Tapada Cova (Ponte),,38.797877,-7.560105
19791,8277,Maridona (Gloria),,38.819977,-7.540063
19347,1128,Gloria,,38.809042,-7.547713
19581,8001,N. S. Machede - Clube Desportivo,,38.57895,-7.781178
19415,1223,Nª. Senhora Machede,,38.578107,-7.775415
19346,1127,Carvalhas,,38.800368,-7.547378
19409,1217,Monte Palheta,,38.651387,-7.687917
19406,1213,Freixo,,38.679507,-7.65593
19280,1050,Monte Mira,,38.48652,-7.897027
19418,1229,Arcos - 2 X,,38.826462,-7.522232
19798,8284,Freixo Lavadouro,,38.682255,-7.650353
19790,8276,Arcos Escola Primaria,,38.833605,-7.514998
19417,1228,Arcos,,38.83535,-7.511522
19429,1322,Freixo - X,,38.652105,-7.675183
19345,1126,Aldeia Fidalgos,,38.799305,-7.535415
19800,8286,Arcos Parque Desportivo,,38.831972,-7.506743
19422,1242,Orada,,38.873532,-7.466687
19650,8113,Torre de Coelheiros X,,38.52628,-7.809518
19416,1227,Arcos - 1 X,,38.822805,-7.50042
19279,1049,Vale Anciada,,38.444407,-7.928052
19352,1141,Chafariz Louzeiro,,38.521482,-7.800472
19479,1634,Nora - X,,38.818908,-7.487107
19868,9005,Nora,,38.806944,-7.494056
19408,1216,Venda,,38.650187,-7.6346
19867,9004,Alcaraviça,,38.831966,-7.46748
19420,1234,Aldeia Serra (Redondo),,38.711698,-7.56707
19405,1212,Monte Alamo,,38.666575,-7.608302
19353,1142,Monte Igreja,,38.48512,-7.823907
19278,1048,Aguiar,,38.393307,-7.966085
19344,1125,Rio Moinhos (Bencatel),,38.771208,-7.503133
19792,8278,Rio Moinhos Mercado,,38.770262,-7.500722
19290,1060,Viana Alentejo Est,,38.351133,-8.036593
19404,1211,Monte Atalho Esc.Prim.,,38.66308,-7.594548
19616,8079,Monte do Pocinho,,38.6461,-7.601893
19472,1576,Borba - X,,38.813413,-7.448772
19256,842,Borba,,38.805747,-7.453298
19749,8216,Estrada Real,,38.683482,-7.557578
19793,8279,Borba Escola,,38.801662,-7.454152
19354,1143,Monte Vale Diogo,,38.453177,-7.829588
19403,1210,Courelas Amendoeira,,38.657242,-7.577965
19392,1195,Santa Susana ( Redondo),,38.581143,-7.658335
19489,3258,Rio Moinhos,,38.21447,-8.328307
19391,1194,Monte Margalha,,38.5895,-7.645368
19750,8217,Monte da Courela,,38.671663,-7.554887
19351,1140,Sao Manços - X,,38.495515,-7.755157
19390,1193,Monte Gordez,,38.600565,-7.626707
19585,8022,Viana Alentejo Escola,,38.33742,-8.00815
19277,1047,Viana Alentejo,,38.335392,-8.005233
19583,8010,Viana Alentejo Est Evora,,38.33619,-8.001238
19289,1059,Nª. Senhora Aires - X,,38.339405,-7.991728
19478,1633,Albufeira Borba,,38.826877,-7.411468
19748,8215,Monte do Olival,,38.632517,-7.578422
19607,8070,Barroca,,38.838612,-7.398862
19288,1058,Monte Salvada,,38.354393,-7.95211
19615,8078,Redondo Viv Gomes,,38.64356,-7.559715
19339,1117,Alto Gaiao,,38.841417,-7.39207
19799,8285,Redondo Bomba Repsol,,38.651093,-7.549645
19613,8076,Redondo R Joao Anast Rosa,,38.650138,-7.546057
19614,8077,Redondo Adega,,38.644825,-7.55075
19287,1057,Monte Sobreirinha,,38.358253,-7.931443
19608,8071,Vila Vicosa Lidl,,38.786037,-7.424293
19407,1215,Alto Cabeças,,38.72977,-7.469158
19253,839,Redondo,,38.645598,-7.546247
19751,8218,Redondo Escola,,38.643957,-7.547112
19651,8114,Torre de Coelheiros Deposito Agua,,38.411547,-7.837057
19254,840,Bencatel,,38.744558,-7.454515
19355,1144,Torre Coelheiros,,38.411767,-7.834482
19754,8221,Quinta Pinheiro,,38.633238,-7.555807
19612,8075,Bencatel X Rio de Moinhos,,38.748417,-7.449692
19611,8074,Vila Vicosa Piscina,,38.776873,-7.422432
19609,8072,Vila Vicosa Palacio,,38.781815,-7.418417
19796,8282,Barragem Monte Novo X,,38.481533,-7.725982
19610,8073,Vila Vicosa Castelo,,38.779355,-7.416113
19268,879,Sao Manços,,38.458973,-7.751653
19255,841,Vila Viçosa,,38.776797,-7.416488
19286,1056,Sao Bartolomeu Outeiro,,38.357058,-7.907957
19389,1188,Monte Palmeira,,38.610123,-7.566152
22435,9091,São Manços (Rua Sra da Ajuda),,38.457627,-7.748993
19348,1130,Capuchos,,38.782785,-7.409537
19340,1118,Terrugem - 2 X,,38.846887,-7.357632
19752,8219,Foros Monte das Flores,,38.628058,-7.53842
19753,8220,Foros Etar,,38.625272,-7.53587
19341,1120,Terrugem - 1 X,,38.848308,-7.346387
19606,8069,Terrugem 1 Parag,,38.846902,-7.346888
19264,860,Terrugem,,38.844818,-7.347887
19285,1055,Monte Pombeira,,38.342742,-7.904802
19400,1205,Foros,,38.620677,-7.533217
19488,1695,Terrugem (Cemiterio),,38.840203,-7.346968
19388,1186,Monte Sapatoa,,38.545925,-7.5899
19284,1054,Outeiro - X,,38.321728,-7.903895
19398,1202,Pardais - X,,38.730763,-7.402158
19399,1203,Pardais,,38.723625,-7.400028
19387,1185,Montoito,,38.509038,-7.599513
19397,1201,Alandroal,,38.702485,-7.40455
19756,8223,Montoito Igreja,,38.507537,-7.600133
19755,8222,Montoito Campo de Futebol,,38.5111,-7.59569
19476,1623,Monte Casa Alta,,38.492655,-7.615555
19654,8117,Montoito Cemiterio,,38.504607,-7.600185
19283,1053,Oriola,,38.31843,-7.865485
19477,1624,Monte Furada - X,,38.478927,-7.62831
19605,8068,Vila Boim Rua Elvas,,38.859382,-7.28117
19385,1183,Montoito - X,,38.50415,-7.59506
19661,8125,Alandroal Zona Industrial,,38.691708,-7.404232
19251,835,Vila Boim,,38.861868,-7.275872
19604,8067,Vila Boim Centro de Saude,,38.862873,-7.270625
19263,859,Vendinha,,38.455537,-7.642143
19653,8116,Aldeias Montoito,,38.505057,-7.578858
19584,8012,Monte Trigo Rest Oasis,,38.396433,-7.71641
19386,1184,Aldeias Montoito Centro,,38.505833,-7.572528
19269,880,Monte Trigo,,38.396422,-7.71412
19349,1131,Sao Romao (V.Viçosa),,38.778277,-7.31686
19468,1563,Orvalhos - X,,38.596668,-7.471945
19459,1539,Hortinhas,,38.61464,-7.452878
19663,8127,Hortinhas Cafe Monte Agricola,,38.615445,-7.448925
19342,1122,Sao Lourenço - X,,38.863657,-7.252652
